aX,aY,aZ,gX,gY,gZ
0.452,0.439,0.488,-137.817,93.079,-17.517
0.457,0.452,0.459,-137.390,99.487,-12.268
0.440,0.450,0.440,-136.658,106.018,-7.690
0.428,0.446,0.409,-135.437,110.901,-4.395
0.420,0.453,0.382,-135.071,112.671,-3.296
0.413,0.468,0.344,-135.986,111.511,-4.089
0.406,0.469,0.303,-139.099,108.521,-5.859
0.422,0.462,0.269,-141.235,105.225,-7.996
0.433,0.458,0.246,-141.357,103.699,-10.010
0.443,0.456,0.228,-142.029,104.919,-9.277
0.448,0.444,0.207,-145.874,106.750,-6.165
0.438,0.438,0.177,-150.452,108.704,-2.747
0.432,0.422,0.144,-154.907,112.244,0.977
0.421,0.412,0.088,-158.813,115.906,4.883
0.408,0.418,0.016,-160.217,119.385,9.766
0.402,0.419,-0.052,-160.950,124.146,13.489
0.366,0.402,-0.108,-159.546,123.657,10.986
0.367,0.401,-0.159,-157.959,119.263,7.751
0.394,0.401,-0.213,-160.034,114.563,4.150
0.412,0.383,-0.254,-161.621,112.000,0.061
0.447,0.375,-0.291,-161.621,114.014,-0.488
0.460,0.360,-0.339,-161.377,118.774,2.563
0.459,0.359,-0.381,-160.034,123.413,6.714
0.460,0.363,-0.416,-159.241,125.000,9.888
0.473,0.364,-0.446,-161.682,121.399,11.108
0.486,0.364,-0.491,-164.856,113.831,10.132
0.497,0.349,-0.545,-167.358,107.056,9.583
0.500,0.347,-0.595,-166.992,104.736,11.902
0.487,0.335,-0.634,-165.283,109.253,16.846
0.460,0.326,-0.659,-163.452,116.516,23.376
0.427,0.325,-0.671,-164.001,119.568,28.564
0.416,0.330,-0.708,-167.480,116.394,31.433
0.364,0.305,-0.764,-170.349,112.000,33.569
0.383,0.296,-0.838,-171.326,112.976,38.940
0.318,0.294,-0.910,-166.870,111.572,38.269
0.297,0.292,-0.985,-165.344,116.516,41.931
0.278,0.285,-1.040,-166.992,121.582,47.241
0.240,0.288,-1.104,-170.166,119.568,49.866
0.219,0.288,-1.200,-173.279,112.732,49.744
0.196,0.282,-1.260,-170.410,101.196,45.776
0.189,0.272,-1.293,-165.344,86.731,40.710
0.195,0.264,-1.330,-160.889,73.059,36.499
0.208,0.256,-1.373,-155.518,63.782,33.020
0.220,0.257,-1.414,-148.865,59.143,30.640
0.233,0.260,-1.453,-141.052,57.678,29.297
0.241,0.260,-1.464,-134.705,56.519,29.175
0.241,0.265,-1.465,-127.197,51.331,27.710
0.251,0.271,-1.462,-118.652,43.640,23.987
0.263,0.273,-1.439,-110.718,36.377,20.203
0.275,0.257,-1.406,-103.210,30.090,16.968
0.281,0.255,-1.379,-96.252,24.719,15.503
0.287,0.250,-1.368,-89.539,21.484,14.587
0.294,0.244,-1.380,-82.336,21.179,14.038
0.299,0.246,-1.373,-74.036,24.475,14.893
0.284,0.242,-1.390,-66.406,27.954,16.052
0.282,0.245,-1.413,-58.716,28.992,16.663
0.283,0.243,-1.438,-52.002,25.940,15.686
0.287,0.242,-1.453,-45.837,20.752,14.160
0.284,0.245,-1.461,-39.063,17.334,13.184
0.283,0.239,-1.467,-30.273,15.564,10.986
0.279,0.250,-1.476,-18.982,13.184,7.935
0.283,0.255,-1.476,-7.324,10.437,4.517
0.291,0.252,-1.485,3.540,7.080,1.282
0.300,0.257,-1.474,13.977,4.883,-0.183
0.315,0.264,-1.465,23.071,3.662,-1.038
0.328,0.257,-1.463,29.541,1.709,-1.160
0.342,0.261,-1.469,34.851,0.366,0.854
0.333,0.264,-1.479,41.321,0.916,3.540
0.322,0.280,-1.481,50.232,2.380,5.249
0.313,0.293,-1.485,59.631,2.625,5.188
0.297,0.298,-1.487,66.895,1.038,5.249
0.280,0.310,-1.504,73.853,-1.831,5.310
0.268,0.308,-1.522,80.444,-5.249,4.822
0.248,0.308,-1.523,87.891,-8.545,4.333
0.230,0.310,-1.518,96.497,-12.268,3.113
0.220,0.300,-1.521,104.675,-15.564,1.038
0.208,0.296,-1.508,112.976,-19.348,-0.854
0.196,0.300,-1.491,121.887,-24.048,-3.052
0.193,0.292,-1.463,129.822,-29.541,-5.737
0.191,0.298,-1.424,137.878,-34.119,-8.057

-0.676,-0.922,2.182,240.051,-146.912,-31.128
-0.996,-1.232,2.839,209.900,-143.677,-43.335
-1.268,-1.539,3.621,165.894,-134.155,-59.814
-1.228,-1.766,4.000,109.314,-111.450,-77.637
-0.872,-1.580,4.000,43.518,-80.444,-87.524
-0.460,-1.215,4.000,-19.775,-40.894,-78.735
-0.267,-1.129,3.382,-82.458,1.465,-51.514
-0.162,-0.958,2.341,-119.751,51.025,-12.268
-0.115,-0.760,1.365,-124.268,102.173,23.132
-0.077,-0.491,0.865,-112.122,137.634,51.575
-0.034,-0.202,0.661,-98.083,154.175,70.374
-0.036,0.054,0.630,-96.863,143.982,71.167
-0.022,0.250,0.638,-109.436,115.601,55.908
0.006,0.352,0.644,-129.944,82.153,32.471
0.048,0.377,0.632,-148.621,55.298,11.353
0.082,0.375,0.609,-158.936,41.138,-0.916
0.102,0.371,0.609,-158.264,38.696,-5.249
0.113,0.355,0.623,-152.771,45.593,-5.066
0.114,0.337,0.657,-145.142,57.983,-1.648
0.110,0.316,0.689,-136.475,71.899,4.211
0.114,0.304,0.725,-128.845,83.679,8.911
0.125,0.280,0.731,-126.648,91.003,10.925
0.140,0.270,0.727,-127.869,94.055,10.620
0.155,0.269,0.700,-129.944,95.093,8.423
0.176,0.275,0.666,-133.179,95.337,4.822
0.201,0.287,0.632,-136.597,95.215,-0.061
0.229,0.307,0.595,-139.221,94.910,-4.944
0.258,0.316,0.566,-140.808,94.666,-10.132
0.292,0.330,0.547,-140.503,95.093,-15.320
0.331,0.344,0.536,-138.306,95.947,-20.386
0.378,0.369,0.524,-137.024,97.900,-23.743
0.430,0.372,0.510,-138.672,100.586,-24.353
0.470,0.371,0.492,-142.151,102.905,-20.935
0.499,0.374,0.462,-145.874,105.530,-15.259
0.511,0.371,0.421,-151.428,109.497,-8.606
0.516,0.372,0.357,-156.921,114.319,-1.404
0.511,0.383,0.289,-160.400,117.126,5.249
0.506,0.395,0.232,-161.499,117.188,8.850
0.496,0.404,0.188,-162.170,115.784,9.705
0.481,0.408,0.153,-161.743,112.915,9.033
0.473,0.421,0.125,-161.072,109.985,7.751
0.465,0.425,0.112,-162.170,107.239,6.836
0.466,0.421,0.101,-166.260,105.957,6.714
0.460,0.432,0.071,-170.166,106.567,7.812
0.463,0.413,0.045,-175.354,109.802,11.658
0.451,0.418,-0.011,-178.772,113.525,16.479
0.435,0.434,-0.060,-181.213,118.774,22.644
0.399,0.440,-0.100,-184.326,124.268,28.870
0.361,0.438,-0.131,-188.477,125.549,31.921
0.332,0.427,-0.158,-191.833,120.605,30.212
0.316,0.434,-0.186,-194.763,109.558,24.597
0.338,0.422,-0.217,-199.768,98.206,18.494
0.368,0.411,-0.301,-204.590,93.262,14.832
0.387,0.391,-0.377,-203.857,102.051,16.846
0.386,0.382,-0.453,-197.388,121.582,24.719
0.368,0.376,-0.481,-192.444,140.625,34.485
0.342,0.368,-0.494,-192.688,150.024,42.725
0.320,0.357,-0.519,-198.975,145.203,47.119
0.301,0.338,-0.591,-208.923,129.089,46.387
0.305,0.324,-0.671,-215.271,110.535,42.114
0.318,0.319,-0.721,-215.881,97.168,37.292
0.339,0.294,-0.808,-212.952,95.825,34.668
0.250,0.244,-0.847,-205.627,109.436,36.987
0.276,0.293,-0.919,-200.073,129.578,45.898
0.222,0.270,-0.933,-195.801,133.850,48.340
0.184,0.249,-0.950,-201.904,122.803,46.875
0.203,0.228,-0.999,-214.905,110.474,47.668
0.179,0.197,-1.028,-221.191,92.834,43.091
0.176,0.178,-1.043,-222.778,75.623,38.086
0.166,0.133,-1.084,-218.140,61.707,32.410
0.146,0.103,-1.172,-207.886,57.251,27.100
0.125,0.053,-1.248,-196.106,67.566,25.879
0.121,0.071,-1.317,-181.824,77.820,26.001
0.106,0.106,-1.380,-171.814,78.125,23.254
0.121,0.075,-1.451,-171.753,70.618,20.630
0.135,0.059,-1.504,-171.387,55.908,17.029
0.144,0.041,-1.557,-165.100,38.879,12.695
0.159,0.039,-1.610,-155.212,25.452,8.850
0.176,0.042,-1.664,-142.883,17.151,5.310
0.192,0.045,-1.690,-127.991,13.062,1.404
0.213,0.057,-1.709,-111.572,12.207,-2.319
0.234,0.070,-1.719,-95.154,13.306,-3.784
0.238,0.084,-1.712,-80.017,14.160,-3.723
0.258,0.096,-1.722,-66.467,15.381,-3.906
0.275,0.096,-1.730,-53.894,15.198,-4.639
0.293,0.103,-1.726,-41.260,13.611,-4.944
0.299,0.107,-1.700,-29.175,10.193,-5.432
0.306,0.116,-1.664,-16.235,6.653,-5.798
0.314,0.131,-1.625,-3.357,5.249,-5.920
0.312,0.149,-1.564,8.606,6.042,-6.104
0.319,0.170,-1.514,19.287,7.568,-5.615
0.331,0.189,-1.478,27.771,9.399,-4.456
0.340,0.200,-1.451,34.424,10.132,-3.601
0.342,0.211,-1.430,41.260,10.254,-2.625
0.342,0.224,-1.427,48.340,9.766,-1.160
0.329,0.226,-1.427,53.894,10.071,0.610
0.317,0.235,-1.435,59.570,9.827,2.197
0.304,0.232,-1.440,66.223,6.775,2.075
0.298,0.223,-1.439,71.228,2.991,2.014
0.292,0.220,-1.439,76.294,-1.221,2.441
0.271,0.219,-1.445,82.764,-5.188,2.502
0.259,0.217,-1.432,90.088,-7.935,1.953
0.245,0.217,-1.418,96.985,-10.010,1.282
0.231,0.227,-1.410,103.577,-11.902,1.343
0.216,0.235,-1.394,109.863,-15.625,0.793
0.209,0.242,-1.383,114.929,-20.081,-0.244
0.204,0.255,-1.366,119.324,-25.330,-0.977
0.202,0.265,-1.343,123.352,-31.128,-1.831
0.198,0.265,-1.307,127.625,-36.316,-3.357
0.198,0.262,-1.259,132.568,-40.894,-5.371
0.205,0.265,-1.217,136.780,-45.898,-7.385
0.209,0.262,-1.180,139.771,-51.331,-8.850
0.214,0.255,-1.158,142.151,-56.335,-9.705
0.221,0.252,-1.143,145.813,-59.692,-9.766
0.223,0.254,-1.116,149.353,-60.547,-8.667
0.221,0.253,-1.096,154.358,-60.913,-8.179
0.221,0.263,-1.071,160.278,-60.608,-8.240
0.221,0.282,-1.037,166.687,-59.082,-8.057
0.222,0.292,-1.009,172.546,-60.120,-8.667

-0.608,-0.780,2.321,200.317,-107.300,-19.531
-0.794,-0.930,2.827,172.180,-99.854,-29.419
-0.924,-1.069,3.351,134.827,-86.548,-40.344
-0.873,-1.091,3.705,85.022,-64.941,-48.462
-0.683,-0.990,3.730,29.724,-37.231,-53.223
-0.434,-0.801,3.287,-22.949,-6.653,-48.584
-0.273,-0.736,2.619,-70.923,25.452,-32.471
-0.170,-0.595,1.998,-97.473,54.688,-13.855
-0.064,-0.441,1.410,-100.342,81.848,1.465
0.027,-0.252,1.033,-95.215,102.661,17.334
0.090,-0.071,0.825,-88.196,113.342,29.419
0.127,0.098,0.721,-85.999,112.427,35.828
0.147,0.231,0.663,-90.820,102.661,34.973
0.153,0.315,0.644,-99.670,88.379,28.809
0.163,0.369,0.639,-108.826,74.585,21.423
0.171,0.378,0.645,-116.699,65.186,15.381
0.172,0.375,0.665,-120.972,60.974,12.390
0.169,0.368,0.681,-122.070,61.035,11.841
0.161,0.359,0.694,-121.399,64.026,12.695
0.159,0.350,0.698,-118.958,68.542,13.611
0.159,0.346,0.705,-115.967,72.510,13.855
0.161,0.338,0.709,-114.563,75.562,12.939
0.172,0.337,0.710,-115.234,76.904,10.437
0.185,0.336,0.708,-117.981,77.148,6.836
0.201,0.341,0.698,-120.972,77.393,2.930
0.229,0.346,0.679,-123.474,78.613,-1.160
0.249,0.354,0.654,-125.549,81.482,-3.662
0.267,0.365,0.633,-125.610,85.693,-5.615
0.284,0.378,0.617,-125.061,90.393,-8.362
0.302,0.388,0.595,-124.451,93.872,-11.658
0.319,0.391,0.579,-124.939,96.252,-14.832
0.347,0.392,0.565,-125.061,97.961,-18.250
0.375,0.403,0.544,-125.671,98.999,-21.851
0.415,0.383,0.547,-129.517,100.342,-23.499
0.464,0.372,0.563,-133.179,99.976,-21.606
0.481,0.379,0.535,-137.207,99.487,-16.846
0.501,0.368,0.480,-142.883,102.417,-11.169
0.507,0.361,0.412,-144.226,108.582,-4.944
0.509,0.373,0.356,-141.968,115.417,0.488
0.509,0.377,0.315,-141.052,120.789,5.371
0.510,0.382,0.286,-142.517,123.352,9.521
0.502,0.381,0.267,-146.423,123.596,12.634
0.501,0.382,0.265,-153.198,122.620,16.113
0.505,0.388,0.269,-163.757,119.812,20.508
0.530,0.394,0.242,-179.443,117.249,25.940
0.553,0.392,0.190,-199.158,117.798,35.889
0.546,0.380,0.132,-221.375,120.544,50.842
0.512,0.371,0.039,-241.882,121.887,65.430
0.464,0.354,-0.067,-258.240,121.521,76.965
0.406,0.351,-0.162,-266.296,120.361,82.886
0.365,0.361,-0.220,-268.005,115.906,82.031
0.353,0.378,-0.267,-263.550,105.591,74.341
0.369,0.393,-0.315,-258.423,92.163,63.110
0.384,0.380,-0.375,-252.197,82.275,51.636
0.400,0.359,-0.428,-244.690,80.688,44.495
0.417,0.368,-0.464,-236.511,86.853,43.091
0.407,0.370,-0.529,-230.408,98.816,45.410
0.377,0.342,-0.565,-227.905,116.577,51.636
0.338,0.333,-0.620,-226.135,133.850,59.631
0.285,0.336,-0.673,-226.868,142.883,63.599
0.252,0.322,-0.734,-229.980,139.282,63.660
0.233,0.322,-0.799,-233.398,122.742,59.937
0.233,0.318,-0.880,-235.779,97.656,51.697
0.232,0.291,-0.939,-235.046,74.829,40.955
0.231,0.255,-1.019,-228.882,65.247,31.738
0.187,0.188,-1.041,-216.431,73.303,27.344
0.205,0.192,-1.074,-206.055,93.750,31.372
0.122,0.206,-1.072,-193.481,97.412,28.809
0.121,0.208,-1.131,-193.359,89.478,22.827
0.141,0.176,-1.169,-198.181,72.876,15.320
0.153,0.148,-1.192,-195.435,51.819,6.775
0.163,0.115,-1.196,-190.186,38.025,2.014
0.178,0.069,-1.191,-183.289,28.992,-1.831
0.188,0.035,-1.223,-178.528,26.184,-1.892
0.161,0.019,-1.236,-173.157,29.297,0.793
0.151,0.017,-1.278,-167.480,30.945,0.610
0.156,0.009,-1.329,-163.574,30.212,-1.770
0.161,-0.010,-1.361,-158.264,27.466,-4.517
0.176,-0.015,-1.377,-149.597,21.179,-8.423
0.200,-0.024,-1.373,-139.893,12.573,-12.878
0.223,-0.043,-1.357,-130.432,4.578,-16.418
0.234,-0.040,-1.335,-120.605,-0.244,-17.334
0.245,-0.040,-1.314,-112.305,-1.160,-17.883
0.257,-0.043,-1.299,-105.896,0.671,-18.494
0.271,-0.050,-1.302,-100.952,2.319,-17.761
0.281,-0.068,-1.307,-96.252,2.625,-15.869
0.282,-0.062,-1.323,-91.797,3.357,-13.184
0.297,-0.072,-1.386,-84.900,5.310,-10.620
0.308,-0.070,-1.430,-77.515,7.690,-8.179
0.324,-0.072,-1.472,-68.481,8.850,-6.409
0.338,-0.071,-1.500,-59.021,10.864,-4.883
0.344,-0.077,-1.525,-48.340,12.512,-3.906
0.346,-0.076,-1.539,-37.415,13.977,-2.747
0.334,-0.076,-1.550,-26.062,15.869,-1.282
0.314,-0.064,-1.550,-14.404,18.311,0.610
0.297,-0.055,-1.549,-3.418,18.982,1.465
0.288,-0.054,-1.543,7.446,17.700,1.099
0.289,-0.055,-1.528,18.372,15.198,0.549
0.293,-0.052,-1.520,27.771,12.939,0.488
0.286,-0.051,-1.523,36.133,11.963,1.099
0.279,-0.038,-1.528,43.762,12.695,2.441
0.272,-0.023,-1.533,52.795,12.390,3.174
0.266,0.001,-1.534,61.768,11.353,3.357
0.261,0.010,-1.532,70.190,10.010,3.174
0.255,0.013,-1.550,76.599,8.728,3.418
0.241,0.015,-1.569,83.313,7.874,4.395
0.234,0.023,-1.592,90.637,6.653,4.517
0.231,0.023,-1.596,99.304,3.967,3.540
0.244,0.012,-1.584,107.361,-0.732,2.869
0.234,0.011,-1.573,114.624,-5.920,3.723
0.217,0.021,-1.566,122.314,-10.132,4.333
0.202,0.029,-1.556,131.653,-12.268,3.906
0.195,0.036,-1.543,141.357,-13.733,2.197
0.192,0.031,-1.535,150.146,-16.724,0.671
0.190,0.043,-1.518,158.325,-21.057,-0.305
0.194,0.059,-1.484,166.809,-26.978,-1.587
0.199,0.047,-1.455,173.157,-34.668,-3.235
0.195,0.042,-1.428,177.917,-40.894,-3.967
0.193,0.054,-1.386,185.242,-45.105,-4.333

-0.580,-0.845,2.256,219.971,-119.690,-22.217
-0.824,-1.044,2.883,194.519,-116.455,-30.762
-1.010,-1.219,3.488,155.823,-108.521,-40.649
-1.015,-1.321,3.956,103.760,-88.257,-50.354
-0.765,-1.241,4.000,46.570,-58.167,-57.495
-0.470,-1.006,3.701,-12.268,-24.536,-52.734
-0.271,-0.913,2.921,-68.970,12.329,-31.433
-0.159,-0.750,2.149,-105.469,49.805,-5.432
-0.064,-0.550,1.452,-113.647,84.595,18.188
0.000,-0.345,1.021,-109.741,111.572,40.466
0.048,-0.141,0.790,-99.304,127.625,56.458
0.077,0.057,0.701,-93.750,129.211,63.293
0.090,0.210,0.665,-98.755,117.310,60.852
0.089,0.303,0.656,-111.755,98.816,52.185
0.099,0.351,0.656,-125.000,81.238,41.260
0.115,0.355,0.660,-134.277,68.787,31.738
0.121,0.347,0.682,-139.282,62.012,26.489
0.108,0.328,0.712,-141.418,61.340,24.780
0.090,0.316,0.746,-140.259,64.697,24.414
0.089,0.307,0.776,-138.306,70.251,23.560
0.084,0.282,0.798,-137.146,75.195,21.606
0.099,0.271,0.801,-136.536,79.102,18.555
0.119,0.260,0.800,-137.939,81.726,15.198
0.148,0.255,0.801,-141.113,82.947,12.817
0.175,0.261,0.790,-145.996,84.656,11.353
0.201,0.273,0.773,-152.039,86.731,11.169
0.223,0.283,0.753,-158.630,89.661,10.986
0.240,0.289,0.709,-164.246,93.323,10.254
0.250,0.304,0.652,-166.870,96.130,9.277
0.281,0.340,0.600,-169.495,96.863,7.812
0.289,0.352,0.559,-173.523,96.741,4.272
0.307,0.365,0.514,-178.162,95.337,0.366
0.322,0.375,0.473,-182.007,92.651,-3.418
0.337,0.384,0.429,-184.509,90.759,-7.080
0.361,0.387,0.381,-186.157,89.905,-10.376
0.377,0.378,0.340,-185.120,92.468,-11.292
0.390,0.380,0.314,-179.626,100.159,-9.705
0.401,0.383,0.293,-174.927,109.192,-6.531
0.405,0.387,0.276,-174.377,116.028,-2.625
0.404,0.388,0.247,-177.246,120.178,2.258
0.404,0.378,0.196,-183.228,123.047,7.568
0.403,0.382,0.135,-190.125,125.610,12.939
0.394,0.380,0.073,-197.510,128.357,18.921
0.370,0.382,0.021,-203.491,130.127,24.109
0.343,0.381,-0.024,-208.496,130.432,26.306
0.339,0.393,-0.070,-213.074,127.747,26.123
0.326,0.383,-0.119,-218.567,121.033,23.743
0.329,0.374,-0.178,-224.243,114.319,20.325
0.326,0.367,-0.237,-227.478,109.009,17.639
0.324,0.362,-0.300,-227.417,106.079,16.602
0.325,0.353,-0.365,-226.074,106.506,16.663
0.316,0.343,-0.414,-224.426,110.535,17.822
0.316,0.329,-0.462,-223.145,115.723,19.836
0.307,0.323,-0.533,-221.497,122.375,21.851
0.296,0.308,-0.598,-219.727,132.874,24.658
0.284,0.308,-0.658,-217.712,143.188,27.771
0.267,0.300,-0.720,-217.224,148.743,29.785
0.255,0.288,-0.764,-219.360,147.217,29.907
0.249,0.270,-0.801,-224.121,136.902,28.015
0.264,0.245,-0.829,-230.530,118.103,24.231
0.298,0.219,-0.862,-236.877,94.604,20.508
0.315,0.174,-0.909,-241.028,75.867,18.860
0.295,0.134,-0.969,-242.004,73.792,20.935
0.266,0.104,-1.030,-238.525,87.891,25.452
0.214,0.122,-1.098,-231.384,104.492,30.151
0.218,0.112,-1.124,-227.844,114.502,32.288
0.180,0.081,-1.113,-222.168,101.746,25.574
0.216,0.066,-1.160,-222.107,82.642,22.583
0.239,0.043,-1.176,-221.680,58.411,17.944
0.276,-0.015,-1.191,-220.520,36.255,14.526
0.279,-0.054,-1.221,-216.309,25.085,17.883
0.253,-0.074,-1.251,-208.618,21.973,21.545
0.214,-0.103,-1.322,-201.660,26.855,22.034
0.214,-0.100,-1.381,-193.420,35.828,20.691
0.218,-0.132,-1.447,-184.143,41.443,17.029
0.222,-0.137,-1.516,-176.086,45.044,14.282
0.225,-0.145,-1.584,-167.725,48.340,11.963
0.241,-0.154,-1.613,-158.691,47.058,8.789
0.268,-0.155,-1.621,-147.949,38.757,5.005
0.289,-0.141,-1.602,-137.878,26.245,2.625
0.295,-0.129,-1.562,-129.761,12.939,1.404
0.301,-0.118,-1.527,-122.925,3.479,-0.122
0.297,-0.135,-1.487,-115.295,1.831,0.854
0.269,-0.147,-1.437,-105.103,7.385,3.601
0.241,-0.149,-1.423,-95.947,15.808,4.883
0.249,-0.143,-1.421,-86.670,23.193,4.150
0.251,-0.171,-1.454,-77.820,27.039,2.625
0.267,-0.184,-1.481,-67.871,26.306,3.296
0.264,-0.183,-1.517,-55.969,21.790,3.235
0.270,-0.190,-1.550,-44.495,18.250,2.991
0.261,-0.198,-1.584,-31.677,14.038,2.197
0.248,-0.202,-1.618,-17.700,11.841,1.831
0.234,-0.208,-1.639,-3.418,10.986,0.793
0.238,-0.215,-1.657,9.521,11.230,-1.770
0.248,-0.223,-1.669,22.156,10.925,-4.089
0.264,-0.219,-1.663,36.804,10.742,-6.531
0.278,-0.229,-1.639,50.415,10.986,-7.385
0.279,-0.247,-1.635,61.279,12.146,-6.409
0.262,-0.233,-1.645,70.923,14.771,-4.089
0.241,-0.201,-1.650,83.313,17.395,-2.930
0.228,-0.177,-1.636,96.069,17.700,-3.235
0.215,-0.168,-1.622,107.361,14.832,-3.601
0.195,-0.165,-1.610,115.356,10.315,-3.540
0.174,-0.156,-1.607,122.375,4.761,-3.479
0.156,-0.162,-1.599,129.761,-0.549,-3.967
0.152,-0.153,-1.590,138.550,-5.371,-5.249
0.163,-0.151,-1.564,147.888,-12.451,-6.592
0.153,-0.153,-1.540,156.555,-20.142,-6.897
0.136,-0.118,-1.507,166.504,-24.902,-6.348
0.132,-0.074,-1.453,177.979,-29.297,-7.812
0.139,-0.058,-1.385,186.279,-36.499,-11.169
0.146,-0.066,-1.337,189.270,-43.518,-12.207
0.152,-0.042,-1.305,190.063,-48.523,-11.536
0.147,-0.004,-1.281,192.871,-52.979,-10.437
0.144,-0.001,-1.256,196.594,-57.312,-11.353
0.140,-0.001,-1.228,200.928,-59.509,-12.573
0.154,0.024,-1.189,206.360,-60.425,-13.855
0.161,0.042,-1.151,211.487,-64.636,-14.038
0.165,0.035,-1.117,215.637,-70.984,-14.282

-0.562,-0.607,2.534,222.351,-134.827,-10.559
-0.717,-0.702,3.015,199.951,-119.690,-21.179
-0.832,-0.855,3.541,165.955,-99.976,-30.273
-0.876,-0.916,3.932,124.634,-80.322,-40.039
-0.748,-0.806,4.000,68.848,-57.373,-46.326
-0.540,-0.673,3.699,-0.427,-27.039,-44.250
-0.355,-0.627,2.962,-66.772,10.742,-29.541
-0.277,-0.498,2.309,-109.070,47.729,-9.460
-0.187,-0.345,1.737,-125.488,82.520,6.592
-0.118,-0.188,1.373,-130.310,108.582,17.273
-0.066,-0.029,1.099,-131.165,118.774,21.912
-0.027,0.093,0.914,-133.606,114.990,21.790
0.005,0.242,0.779,-139.343,102.295,16.418
0.045,0.332,0.670,-146.790,86.609,8.057
0.079,0.383,0.589,-154.297,72.693,0.610
0.099,0.415,0.548,-156.250,63.293,-3.723
0.115,0.440,0.533,-153.076,59.387,-6.287
0.128,0.451,0.536,-148.132,60.303,-8.240
0.138,0.451,0.538,-143.738,62.988,-9.521
0.150,0.442,0.547,-140.747,65.308,-10.925
0.166,0.434,0.541,-137.817,66.345,-12.512
0.183,0.432,0.532,-135.864,67.383,-14.160
0.202,0.423,0.518,-135.498,68.481,-16.113
0.216,0.416,0.498,-134.705,70.190,-17.944
0.233,0.420,0.482,-132.507,72.937,-20.447
0.248,0.428,0.470,-129.883,75.989,-23.499
0.272,0.438,0.468,-128.784,78.796,-26.062
0.290,0.432,0.465,-129.761,81.299,-28.503
0.305,0.455,0.439,-130.737,83.130,-30.457
0.325,0.453,0.417,-131.836,85.083,-32.654
0.355,0.465,0.394,-131.897,86.182,-35.400
0.392,0.452,0.387,-133.179,86.487,-37.842
0.440,0.444,0.396,-134.705,86.548,-37.537
0.466,0.453,0.365,-137.451,86.792,-32.532
0.476,0.450,0.319,-141.357,91.492,-25.818
0.486,0.447,0.270,-144.348,100.708,-20.325
0.487,0.453,0.231,-146.545,109.375,-14.771
0.481,0.457,0.200,-149.170,114.624,-10.010
0.475,0.466,0.165,-152.100,115.601,-7.751
0.470,0.466,0.131,-156.372,112.122,-7.324
0.462,0.467,0.102,-161.255,105.591,-8.484
0.458,0.463,0.074,-166.260,97.412,-11.353
0.463,0.452,0.041,-170.349,89.661,-15.076
0.474,0.437,-0.010,-170.471,87.830,-17.090
0.489,0.445,-0.030,-167.480,94.116,-16.663
0.474,0.414,-0.064,-164.673,105.469,-12.939
0.464,0.433,-0.079,-161.133,117.859,-7.202
0.437,0.439,-0.083,-160.461,126.831,-2.014
0.410,0.447,-0.098,-165.894,127.747,1.221
0.396,0.424,-0.106,-176.331,120.422,2.747
0.379,0.422,-0.138,-187.500,106.628,1.160
0.391,0.395,-0.170,-197.449,91.431,-2.380
0.402,0.384,-0.235,-204.163,83.557,-5.188
0.417,0.361,-0.288,-205.933,88.562,-6.104
0.406,0.332,-0.319,-204.468,104.187,-4.028
0.396,0.346,-0.326,-203.003,120.728,-0.427
0.366,0.312,-0.307,-209.656,130.005,3.418
0.347,0.296,-0.303,-223.450,126.831,4.944
0.337,0.275,-0.297,-241.943,111.694,2.319
0.336,0.231,-0.305,-262.878,90.515,-2.136
0.352,0.181,-0.286,-281.921,70.435,-7.874
0.376,0.087,-0.307,-298.096,58.167,-13.916
0.310,-0.007,-0.305,-309.448,58.960,-17.700
0.315,-0.042,-0.428,-316.650,74.646,-17.212
0.286,-0.222,-0.538,-319.214,98.328,-12.573
0.159,-0.351,-0.646,-310.364,121.155,-7.629
0.148,-0.391,-0.781,-306.702,152.771,4.456
0.143,-0.508,-0.927,-310.242,167.419,12.756
0.117,-0.657,-1.073,-316.895,160.400,16.357
0.131,-0.791,-1.382,-319.763,148.193,19.958
0.150,-0.889,-1.695,-314.880,133.606,19.409
0.225,-0.992,-2.083,-301.208,122.925,17.761
0.269,-1.065,-2.448,-272.888,114.929,16.907
0.275,-0.970,-2.761,-230.164,106.445,15.747
0.290,-0.815,-2.926,-182.800,93.689,18.250
0.250,-0.676,-2.941,-134.644,73.730,19.409
0.216,-0.562,-2.846,-87.219,49.316,17.212
0.187,-0.494,-2.649,-44.067,26.733,10.925
0.165,-0.441,-2.409,-9.216,13.428,4.456
0.181,-0.374,-2.130,15.930,11.169,-0.610
0.210,-0.279,-1.855,32.166,13.428,-4.883
0.259,-0.192,-1.618,39.795,13.855,-7.874
0.304,-0.104,-1.413,41.992,11.292,-8.118
0.347,-0.022,-1.292,40.344,7.202,-5.310
0.385,0.029,-1.243,39.490,4.028,-2.686
0.404,0.047,-1.228,41.870,4.456,-1.160
0.424,0.055,-1.194,47.913,7.690,-0.793
0.443,0.074,-1.177,56.091,9.705,-1.526
0.436,0.043,-1.192,59.265,13.794,-0.916
0.414,0.020,-1.223,61.340,18.372,0.610
0.393,0.036,-1.267,65.613,21.545,1.343
0.365,0.029,-1.287,70.923,21.606,1.343
0.329,0.024,-1.309,76.721,18.738,1.526
0.295,0.026,-1.315,82.031,13.428,2.197
